title,tags,perks,country,location,company,posted,moeda_original,salary_min,salary_max,salary_mean
Head of Back Office and Data Operations,"java, c++, python",Paid relocation,"Califórnia, EUA",Irvine,TGS,2018-11-12 13:43:02.854259,-,0,0,0.0
Sr. Software Engineer - Systems and Infrastructure,"c++, c, java, multithreading, high-availability",Paid relocation,"Califórnia, EUA",Irvine,TGS Management Company,2018-11-12 13:43:02.854259,-,0,0,0.0
Data Scientist,"r, python, sql, jupyter",,"Califórnia, EUA",San Diego,Q-Centrix,2018-11-12 13:43:02.854259,-,0,0,0.0
Full-Stack / UI Software Engineer,"user-interface, reactjs, go, node.js, rest",,"Califórnia, EUA",San Francisco,Corelight,2018-11-12 13:43:02.854259,$,37,54,45.5
Remote Software Engineer,"sql-server, asp.net, c#, webforms, javascript",Remote,,,Alliance Reservations Network,2018-11-12 13:43:02.854259,$,22,24,23.0
Backend Engineer,"go, kubernetes, postgresql, node.js, apache-kafka",,Brazil,State of São Paulo,TFG Co.,2018-11-12 13:43:02.854259,-,0,0,0.0
Game Development Engineer,"grand-central-dispatch, shader, gdb, udp, assembly",,Brazil,State of São Paulo,TFG Co.,2018-11-12 13:43:02.854259,-,0,0,0.0
Software Performance Engineer,"java, python, sql",,"Illinois, EUA",Chicago,JP Morgan Chase,2018-11-12 13:43:02.854259,-,0,0,0.0
Sr. GO Engineer,"go, java, scala",,"Nova York, EUA",New York,Averity,2018-11-12 13:43:02.854259,$,56,70,63.0
Lead Software Engineer - Sensor and Probe Analytics (SPA) team,"java, scala, python, aws, spark",,"Illinois, EUA",Chicago,HERE North America LLC,2018-11-12 13:43:02.854259,-,0,0,0.0
"Frontend Engineer (Pure JS, Node, Canvas, WebGL, CSS)","javascript, html, css, jquery, twitter-bootstrap","Visa sponsor, Paid relocation",Mexico,Guadalajara,Placeit,2018-11-12 13:43:02.869883,MXN,11,17,14.0
Senior Network Engineer,"networking, linux, vmware, cisco, juniper, sysadmin",Visa sponsor,"Califórnia, EUA",San Mateo,Rakuten USA,2018-11-12 13:43:02.869883,-,0,0,0.0
C# GUI Software Developer,"c#, visualstudio, winforms, wpf, xml",,"Michigan, EUA",Novi,"Michigan Custom Machines, Inc.",2018-11-12 13:43:02.869883,$,23,32,27.5
Search- Integrations Engineer,"wordpress, elasticsearch, reactjs",Remote,,,Elastic,2018-11-12 13:43:02.869883,-,0,0,0.0
Magento Developer,"magento, php, javascript, html5, magento2",Paid relocation,"Califórnia, EUA",Costa Mesa,Brandastic,2018-11-12 13:43:02.869883,$,31,48,39.5
Sr. Software Engineer - Full Stack,"javascript, node.js, reactjs, html, microservices","Visa sponsor, Paid relocation","Califórnia, EUA",Emeryville,MobiTV,2018-11-12 13:43:02.869883,$,45,56,50.5
Lead Software Engineer - Virtual Assistant Data Analyst,"java, python, sql",,"Illinois, EUA",Chicago,JP Morgan Chase,2018-11-12 13:43:02.869883,-,0,0,0.0
IAI Compliance and Certification Lead,"carrier, software-quality, android, lte, bluetooth","Visa sponsor, Paid relocation","Califórnia, EUA",San Jose,Faraday Future,2018-11-12 13:43:02.869883,-,0,0,0.0
.NET Developer (Symitar),".net, agile",,"Flórida, EUA",Tampa,Hays,2018-11-12 13:43:02.869883,-,0,0,0.0
DevOps Engineer,"amazon-web-services, ruby-on-rails, javascript, reactjs, ios",Remote,,,SocialChorus,2018-11-12 13:43:02.885506,$,25,45,35.0
Junior .Net Full Stack Developer,"c#, .net, asp.net, javascript, angular",,"Texas, EUA",Irving,PPAI - Promotional Products Association International,2018-11-12 13:43:02.885506,$,22,26,24.0
Lead Developer,"django, javascript, python, ruby, php",,"Califórnia, EUA",San Francisco,Traction,2018-11-12 13:43:02.885506,-,0,0,0.0
Full Stack Developer,"ruby-on-rails, javascript, swift, mongodb, vue.js",,"Washington, EUA",Washington,Enovational,2018-11-12 13:43:03.463610,-,0,0,0.0
Engineering Manager,mobile,,Argentina,Palermo,Jampp,2018-11-12 13:43:03.463610,-,0,0,0.0
Microsoft Dynamics 365 Technical Consultant,"java, c#, axapta, dynamics-365, visual-studio",,Bélgica,Gent,delaware,2018-11-12 13:43:03.463610,-,0,0,0.0
SAP Developer,"javascript, sap, webdynpro, hana, sap-fiori",,Bélgica,Antwerpen,delaware,2018-11-12 13:43:03.479234,-,0,0,0.0
Software Development Engineer in Test (SDET),"automation, cucumber, java, selenium, nosql",,India,Delhi,Concirrus Ltd,2018-11-12 13:43:03.479234,-,0,0,0.0
Senior Software Engineer -  Program Analysis  - Elastic CodeSearch,"ide, compiler, language-server-protocol, typescript, search",Remote,,,Elastic,2018-11-12 13:43:03.479234,-,0,0,0.0
Software QA Engineer w/ Automated Testing Experience,"selenium, javascript, ruby, cypress, automated-tests",,"Utah, EUA",Lehi,SimpleNexus,2018-11-12 13:43:03.479234,-,0,0,0.0
Senior Software Engineer w/ experience using or curious about Ruby on Rails,"ruby-on-rails, ruby, http, rest, amazon-web-services",,"Utah, EUA",Lehi,SimpleNexus,2018-11-12 13:43:03.479234,-,0,0,0.0
Senior Android Developer who Loves Kotlin,"android, kotlin, ruby-on-rails, api, fastlane",,"Utah, EUA",Lehi,SimpleNexus,2018-11-12 13:43:03.479234,$,25,48,36.5
Agile Java Developer,"java, agile, tdd, spring-mvc",,Reino Unido,Isleworth,Experis UK,2018-11-12 13:43:03.479234,£,20,52,36.0
Senior Software Engineer,"git, github, bitbucket, scrum, open-source",Paid relocation,Reino Unido,Brighton,LEO Learning,2018-11-12 13:43:03.479234,-,0,0,0.0
"Director of Infrastructure & Development Services, Chicago Campus","web-services, cloud, networks",,"Illinois, EUA",Chicago,University of Illinois at Chicago,2018-11-12 13:43:03.479234,-,0,0,0.0
Senior BI Developer,"mysql, oracle, python, amazon-web-services, olap-cube, sysadmin",,Reino Unido,Dunnington,Costcutter Supermarkets Group,2018-11-12 13:43:03.479234,-,0,0,0.0
Senior Software Engineer (Full-stack),"javascript, react, node, express, jest",,Mexico,Ciudad de México,Generation,2018-11-12 13:43:03.479234,-,0,0,0.0
PostgreSQL DBA,"postgresql, sql, database-design, sql-server, oracle, sysadmin",Paid relocation,"Califórnia, EUA",Sausalito,"Aperio Group, LLC",2018-11-12 13:43:03.494858,-,0,0,0.0
Machine Learning Data Engineer,"c, apache-spark, cloud, tensorflow, apache-kafka",,"Nova York, EUA",New York,Capital One,2018-11-12 13:43:03.494858,-,0,0,0.0
Java Developer,"java, model-view-controller, html5, spring, java-ee",,"QC, Canada",Montreal,Intact,2018-11-12 13:43:03.494858,-,0,0,0.0
Director - Software Engineering - Enterprise Customer Intelligence,"amazon-web-services, web-services, java, jvm, python",Visa sponsor,"Nova York, EUA",New York,Capital One,2018-11-12 13:43:03.494858,-,0,0,0.0
Web Application Developer,"php, node.js, mongodb, html, javascript",Paid relocation,Reino Unido,Brighton,gomo Learning,2018-11-12 13:43:03.494858,-,0,0,0.0
"Senior Manager, Natural Language Processing Research","machine-learning, java, python, r, cloud",Visa sponsor,"Virgínia, EUA",McLean,Capital One,2018-11-12 13:43:03.494858,-,0,0,0.0
"Senior Manager, Software Engineering","java, scala, reactjs, continuous-integration, python",Visa sponsor,"Virgínia, EUA",McLean,Capital One,2018-11-12 13:43:03.494858,-,0,0,0.0
HRIS Sr Software Engineer,"java, xml, workday, peoplesoft, oracle",,"Virgínia, EUA",McLean,Capital One,2018-11-12 13:43:03.494858,-,0,0,0.0
"Sr. Director, IAM Architect","amazon-web-services, agile, amazon-dynamodb, amazon-redshift, amazon-emr",Visa sponsor,"Virgínia, EUA",Tysons,Capital One,2018-11-12 13:43:03.494858,-,0,0,0.0
Ab Initio Engineer,"unix, etl, hadoop, aws-sdk, sysadmin",,"Virgínia, EUA",Richmond,Capital One,2018-11-12 13:43:03.494858,-,0,0,0.0
Senior Software Engineer,"node.js, angular, reactjs, python, go",,"Texas, EUA",Plano,Capital One,2018-11-12 13:43:03.510482,-,0,0,0.0
Data Engineer,"python, cassandra, mongodb, hadoop, java",,"Virgínia, EUA",Vienna,Capital One,2018-11-12 13:43:03.947935,-,0,0,0.0
"Senior Manager, Solutions Architect","chef, automation, devops, ansible, docker, sysadmin",,"Nova York, EUA",New York,Capital One,2018-11-12 13:43:03.947935,-,0,0,0.0
Senior Python Engineer,"python, amazon-web-services, rest, linux, javascript",,"Virgínia, EUA",Richmond,Capital One,2018-11-12 13:43:03.947935,-,0,0,0.0
Desenvolvedor Back ( Node),"node.js, amazon-web-services, mysql, mongodb",,Brazil,Vila Gertrudes,Nextel,2018-11-12 13:43:03.947935,R$,0,1,0.5
Technical Support Engineer - Linux Proficiency,"linux, amazon-web-services",,"Maryland, EUA",Columbia,"Tenable, Inc.",2018-11-12 13:43:03.947935,-,0,0,0.0
Senior Data Engineer,"amazon-web-services, python, java, hadoop, postgresql",,"Virgínia, EUA",Richmond,Capital One,2018-11-12 13:43:03.947935,-,0,0,0.0
"Senior Manager, Data Transformation","amazon-web-services, cloud, web-services, architecture, sql",,"Virgínia, EUA",Richmond,Capital One,2018-11-12 13:43:03.947935,-,0,0,0.0
"Senior Manager, Software Engineer","node.js, java, kotlin, rest, google-chrome",,"Virgínia, EUA",Richmond,Capital One,2018-11-12 13:43:03.963557,-,0,0,0.0
AWS Systems Engineer,"amazon-web-services, linux, sql, jenkins",,"Virgínia, EUA",Richmond,Capital One,2018-11-12 13:43:03.963557,-,0,0,0.0
Full-Stack Java Developer,"java, angularjs, amazon-web-services, java-ee, spring-boot",,"Texas, EUA",Plano,Capital One,2018-11-12 13:43:03.963557,-,0,0,0.0
"Senior Full-Stack Developer for Blockchain Company, involves Ruby, JS, TS","ruby, ruby-on-rails, javascript, typescript, architecture",Remote,,,trade.io,2018-11-12 13:43:03.963557,$,6,38,22.0
Senior Full-Stack Java Developer,"java, angularjs, amazon-web-services, rest, java-ee",,"Texas, EUA",Plano,Capital One,2018-11-12 13:43:03.963557,-,0,0,0.0
San Engineer - 11587359,"san, storage, netapp",,"Georgia, EUA",Atlanta,Aptonet Inc,2018-11-12 13:43:03.963557,-,0,0,0.0
"Senior Manager, Software Engineering (Back End)","amazon-web-services, python, web-services, rest, postgresql",Visa sponsor,"Nova York, EUA",New York,Capital One,2018-11-12 13:43:03.963557,-,0,0,0.0
UX Designer,"design, user-interface, css3, user-experience, wireframe",Paid relocation,"Michigan, EUA",Shelby charter Township,Phillips Enterprise,2018-11-12 13:43:03.963557,$,31,38,34.5
"Sr. Manager, Software Engineering","reactjs, angularjs, vue.js, redux, react-redux",,"Virgínia, EUA",Richmond,Capital One,2018-11-12 13:43:03.963557,-,0,0,0.0
Senior DevOps Engineer,"java, spring, sdlc, linux, restful-architecture",,"Virgínia, EUA",Richmond,Capital One,2018-11-12 13:43:03.963557,-,0,0,0.0
AWS Cloud Engineer,"java, amazon-web-services, python, html",,"Delaware, EUA",Wilmington,Capital One,2018-11-12 13:43:03.979200,-,0,0,0.0
Senior Software Engineer - DevOps,"amazon-web-services, java, reactjs, html, python",,"Nova York, EUA",New York,Capital One,2018-11-12 13:43:03.979200,-,0,0,0.0
Sr. Manager Software Engineering,"reactjs, angularjs, java, html, ios",,"Virgínia, EUA",McLean,Capital One,2018-11-12 13:43:03.979200,-,0,0,0.0
Support Engineer Tier II,"javascript, ios, html, rest, android",,"Califórnia, EUA",Mountain View,"Gigya, Inc (now part of SAP)",2018-11-12 13:43:03.979200,$,23,32,27.5
Scrum Master - Manager,"devops, cloud, unix, aws",Visa sponsor,"Nova York, EUA",New York,Capital One,2018-11-12 13:43:03.979200,-,0,0,0.0
"Sr. Mobile Engineer, iOS","agile, devops, amazon-web-services, java, c#",,"Virgínia, EUA",McLean,Capital One,2018-11-12 13:43:03.979200,-,0,0,0.0
Robotic Process Automation Engineer,"agile, devops, nlp, rpa, ml",,"Virgínia, EUA",Richmond,Capital One,2018-11-12 13:43:03.979200,-,0,0,0.0
Senior Java Developer,"java, spring-boot, solr, cloud, apache-kafka",,Reino Unido,London,loveholidays,2018-11-12 13:43:03.979200,£,24,35,29.5
Frontend-Entwickler (w/m) JavaScript | LASCANA.de-Entwicklerteam,"javascript, html5, css",,Alemanha,Hamburg,Otto (GmbH & Co KG),2018-11-12 13:43:04.807247,-,0,0,0.0
Full-Stack-Entwickler (w/m) Scala/Java & Cloud | Team Checkout,"scala, java, amazon-web-services",,Alemanha,Hamburg,Otto (GmbH & Co KG),2018-11-12 13:43:04.807247,-,0,0,0.0
Senior Software Engineer,"java, agile, javascript, salesforce, apex",,"Virgínia, EUA",Vienna,Capital One,2018-11-12 13:43:04.807247,-,0,0,0.0
Senior Software Engineer,"agile, java, bigdata, data",,"Virgínia, EUA",Richmond,Capital One,2018-11-12 13:43:04.807247,-,0,0,0.0
Tools programmer,"c++, game-engine, c#","Visa sponsor, Paid relocation","QC, Canada",Québec,Ubisoft Quebec city,2018-11-12 13:43:04.807247,-,0,0,0.0
UI Developer,"user-interface, design, tdd",Visa sponsor,"Georgia, EUA",Atlanta,OneTrust,2018-11-12 13:43:04.822871,-,0,0,0.0
"Senior Software Engineer, Modeling & Simulation","embedded, c, c++, matlab, linux",Paid relocation,"Califórnia, EUA",Los Angeles,Virgin Hyperloop One,2018-11-12 13:43:04.822871,-,0,0,0.0
Senior Platform Engineer,"amazon-web-services, java, clojure, scala, kotlin, sysadmin",,"Colorado, EUA",Denver,"Protectwise, Inc.",2018-11-12 13:43:04.822871,-,0,0,0.0
Scientific Software Developer,"unix, python, fortran, c, c++",Paid relocation,"Nova York, EUA",New York,Schrödinger,2018-11-12 13:43:04.822871,-,0,0,0.0
"Software Engineer, Infrastructure","python, automation, amazon-web-services, chef, docker",Paid relocation,"Nova York, EUA",New York,Schrödinger,2018-11-12 13:43:04.822871,-,0,0,0.0
Data Engineering Manager,java,Paid relocation,Holanda,Amsterdam,eBay,2018-11-12 13:43:04.822871,-,0,0,0.0
Senior DBA (PostgreSQL),"postgresql, mysql, nosql, database","Visa sponsor, Paid relocation",Alemanha,Berlin,N26,2018-11-12 13:43:04.822871,-,0,0,0.0
Junior/Mid-Level Java Developer,"java, spring, spring-boot",Remote,"Tennessee, EUA",Memphis,Ubiquisoft Technologies,2018-11-12 13:43:04.822871,-,0,0,0.0
"Principal Software Engineer, Applications","python, postgresql, rest, javascript, flask","Visa sponsor, Paid relocation","Nova York, EUA",New York,New York Genome Center,2018-11-12 13:43:04.822871,-,0,0,0.0
Front-End Engineer / React.js Expert for Product Development (f/m),"javascript, reactjs, redux, webpack, html5","Visa sponsor, Paid relocation",Alemanha,München,Personio,2018-11-12 13:43:04.822871,€,19,26,22.5
Senior Software Engineer,"c++, python, directx, graphics, video","On-site and limited remote, Visa sponsor, Paid relocation",Reino Unido,London,Disguise,2018-11-12 13:43:04.838497,-,0,0,0.0
Senior .Net Developer,".net, wcf, asp-net-mvc-1, asp.net-web-api, webforms",,Italy,Milan,Fastcode Consulting S.r.l.,2018-11-12 13:43:04.838497,-,0,0,0.0
Senior Tester,"clojure, testing, automated-tests",,Reino Unido,Edinburgh,Zonal Retail Data Systems,2018-11-12 13:43:04.838497,£,12,20,16.0
Senior .Net Web Developer,"c#, .net, reactjs",,Reino Unido,New Town,Zonal Retail Data Systems,2018-11-12 13:43:04.838497,£,12,23,17.5
Senior Quality Assurance - Automation,"qa, automation, agile",Paid relocation,Brazil,Pinheiros,SumUp,2018-11-12 13:43:04.838497,-,0,0,0.0
Senior Java Developer,"java, java-api, jsp, jsf, web-services",,Italy,Milan,Fastcode Consulting S.r.l.,2018-11-12 13:43:04.838497,-,0,0,0.0
Front End Web Developer,"javascript, css, html",,"Michigan, EUA",Pontiac,United Shore,2018-11-12 13:43:04.838497,-,0,0,0.0
Senior Software Engineer - Ruby/Erlang/Elixir/Go,"ruby, go, erlang, elixir, python",Paid relocation,Brazil,Pinheiros,SumUp,2018-11-12 13:43:04.838497,-,0,0,0.0
Junior .Net Developer Austin Texas (on-site Contract with Perm potential),"c#, .net, sql, ssis",,"Texas, EUA",Austin,"Phoenix Staff, Inc.",2018-11-12 13:43:04.838497,$,18,23,20.5
Salesforce Engineer (1+ years of Force experience),"salesforce, salesforce-lightning, apex-code, visualforce, soql",Remote,"Texas, EUA",Carrollton,a mediocre corporation,2018-11-12 13:43:04.838497,-,0,0,0.0
Senior Java Developer (m/f) E-Commerce,"java, spring, hybris, docker, java-ee",,Alemanha,München,NETCONOMY Software und Consulting GmbH,2018-11-12 13:43:05.307215,-,0,0,0.0
DevOps Engineering Manager,"ruby-on-rails, go, elixir, mysql, elasticsearch",Paid relocation,"Texas, EUA",San Antonio,Scaleworks,2018-11-12 13:43:05.307215,-,0,0,0.0
"Back End Engineer - Java 8, Kotlin, Spinnaker, AWS, Docker","java, kotlin, amazon-web-services, docker",Paid relocation,Spain,Barcelona,Schibsted Marketplaces,2018-11-12 13:43:05.307215,-,0,0,0.0
Staff Software Engineer - Data Platform,"python, java, microservices, spark, aws","Visa sponsor, Paid relocation","Califórnia, EUA",San Francisco,Syapse,2018-11-12 13:43:05.322838,$,53,63,58.0
Senior Software Engineer,"go, reactjs, javascript, angular, sql",,"ON, Canada",Kitchener,Index Exchange,2018-11-12 13:43:05.322838,-,0,0,0.0
Open the door to your Tech Career,"c#, asp.net-mvc, entity-framework, jira-rest-api",,Reino Unido,London,Synetec Ltd,2018-11-12 13:43:05.322838,£,10,15,12.5
Language-agnostic Software Engineer (f/m),"go, php, python, aws, docker","Visa sponsor, Paid relocation",Alemanha,Berlin,simplesurance GmbH,2018-11-12 13:43:05.322838,-,0,0,0.0
Automation Test Engineer (f/m),"automation, qa, testing, test",,Alemanha,Berlin,simplesurance GmbH,2018-11-12 13:43:05.322838,-,0,0,0.0
Senior Backend Developer,"node.js, javascript, python",Paid relocation,"Utah, EUA",Lehi,SalesRabbit Inc,2018-11-12 13:43:05.322838,-,0,0,0.0
Development Team Lead,"java, continuous-integration, tdd, typescript, kotlin",,"Colorado, EUA",Denver,Campspot,2018-11-12 13:43:05.322838,-,0,0,0.0
Software Developer,"java, continuous-integration, tdd, typescript, kotlin",,"Colorado, EUA",Denver,Campspot,2018-11-12 13:43:05.322838,-,0,0,0.0
Developer Automotive (m/w) - Softwareentwicklung von Fahrsimulationsmodulen,"c++, python, jira, svn, linux",Paid relocation,Alemanha,Braunschweig,Deutsches Zentrum für Luft- und Raumfahrt e.V.,2018-11-12 13:43:05.322838,-,0,0,0.0
Unix-Systemadministrator  (w/m/d),amazon-web-services,,Alemanha,Frankfurt,DENIC eG,2018-11-12 13:43:05.322838,-,0,0,0.0
Software Engineer Who's Interested In Fintech,"php, go, python, javascript, docker","Visa sponsor, Paid relocation",Mexico,Ciudad de México,Credijusto,2018-11-12 13:43:05.322838,$,7,16,11.5
Senior Frontend Engineer (Angular),"angularjs, typescript, rxjs, sass, jasmine","Visa sponsor, Paid relocation",Spain,Barcelona,Dynatrace Barcelona,2018-11-12 13:43:05.338462,€,12,20,16.0
Jr. Software QA Engineer,"qa, testing, c#",,"Flórida, EUA",Clearwater,"Loop, LLC",2018-11-12 13:43:05.338462,$,15,21,18.0
Senior Software Engineer (RoR in Renewable Energy!),"ruby-on-rails, javascript, go, elasticsearch, postgresql",Paid relocation,"Massachusetts, EUA",Boston,Ampion,2018-11-12 13:43:05.338462,-,0,0,0.0
Devops Engineer - Elasticsearch,"elasticsearch, sidekiq, ruby, ruby-on-rails, postgres",Remote,,,BuzzSumo,2018-11-12 13:43:05.338462,£,26,35,30.5
Cloud Automation Engineer,"automation, cloud, puppet, ruby, amazon-web-services",,"Texas, EUA",Coppell,Mr. Cooper,2018-11-12 13:43:05.338462,$,26,38,32.0
Systems Engineer (SRE),"ruby, python, go, perl",,Ireland,Dublin 2,Intercom,2018-11-12 13:43:05.338462,-,0,0,0.0
iOS Developer - Swift Code on Viper Architecture - New product,"ios, swift, objective-c, viper, viper-architecture",,Reino Unido,London,Yoti,2018-11-12 13:43:05.338462,£,18,25,21.5
Softwareentwickler für automatisierte Absicherung (m/w),"selenium, appium, python, jira, java",,Alemanha,München,Vision11 GmbH,2018-11-12 13:43:05.338462,-,0,0,0.0
Coordenador Mobile,"android, ios, react-native, backend, frontend",,Brazil,Vila Gertrudes,Nextel,2018-11-12 13:43:05.338462,R$,12,14,13.0
Frontend Developer (w/m),"reactjs, javascript, html5, css3, ecmascript-6",On-site and limited remote,Alemanha,Berlin,brandung GmbH & Co. KG,2018-11-12 13:43:05.338462,€,13,16,14.5
React Native Developer,"reactjs, node.js, android, react-native, react-native-android",,Brazil,Vila Gertrudes,Nextel,2018-11-12 13:43:05.354086,-,0,0,0.0
Backend Developer,"node.js, postgresql, typescript, mysql, oop",Paid relocation,Alemanha,Düsseldorf,SMS digital GmbH,2018-11-12 13:43:06.010292,-,0,0,0.0
Senior Backend Developer,"python, ruby, php",,Brazil,São Paulo,Easy,2018-11-12 13:43:06.010292,-,0,0,0.0
PHP Engineer,"php, symfony2, java, laravel, cakephp",,Alemanha,Recklinghausen,Foot Locker Europe .com,2018-11-12 13:43:06.010292,-,0,0,0.0
DevOps Engineer,"linux, azure, docker, chef, puppet, sysadmin",,Alemanha,Recklinghausen,Foot Locker Europe .com,2018-11-12 13:43:06.010292,-,0,0,0.0
Software Engineer (Java) (m/f) | Warsaw,"java, java-ee, design",,Polônia,Warsaw,Kreditech,2018-11-12 13:43:06.025915,-,0,0,0.0
Infrastructure Support- Linux,"java, python, sql",,"Texas, EUA",Houston,JP Morgan Chase,2018-11-12 13:43:06.025915,-,0,0,0.0
Software Architect,"architecture, containers, api-design, continuous-integration, microservices, sysadmin",,"Colorado, EUA",Boulder,MojoTech,2018-11-12 13:43:06.025915,$,25,45,35.0
DevOps Engineer/Service Engineer/Cloud Engineer/ System Administrator (m/w),"automation, sysadmin",,Alemanha,Leipzig,dokSAFE GmbH,2018-11-12 13:43:06.025915,-,0,0,0.0
Senior QA Engineer (m/f) | Hamburg,"automation, qa, cucumber",,Alemanha,Hamburg,Kreditech,2018-11-12 13:43:06.025915,-,0,0,0.0
SQL Developer,"sql, bash, postgresql, relational-database, database",,"ON, Canada",Toronto,Advantage,2018-11-12 13:43:06.025915,C$,14,22,18.0
Embedded developer with love for control theory,"embedded, c, c++, algorithm, matlab",,Suécia,Gothenburg,Combine Control Systems AB,2018-11-12 13:43:06.025915,SEK,14,17,15.5
Principal Software Engineer,"go, amazon-web-services, docker, ruby, clojure",,Romênia,Timișoara,Puppet Ltd,2018-11-12 13:43:06.025915,-,0,0,0.0
Software Engineer/Senior Software Engineer,"c++, python, html5, javascript, r",Paid relocation,Reino Unido,Oxford,Genomics plc,2018-11-12 13:43:06.025915,-,0,0,0.0
Backend Developer (m/f),"python, security, docker, aws, nosql",Paid relocation,Alemanha,Tettnang,Avira,2018-11-12 13:43:06.025915,-,0,0,0.0
Software Entwickler / Programmierer (m/w) mit Schwerpunkt Testautomatisierung,"java, angular","On-site and limited remote, Paid relocation",Alemanha,Bremen,CTS EVENTIM,2018-11-12 13:43:06.041558,-,0,0,0.0
Software Engineer X 3,"go, amazon-web-services, docker, ruby, clojure",,Romênia,Timișoara,Puppet Ltd,2018-11-12 13:43:06.041558,-,0,0,0.0
Software Services Engineer (2+ years),"c#, sql-server, .net, vb.net, sql",,Reino Unido,Bracknell,"Lucas Systems, Inc.",2018-11-12 13:43:06.041558,-,0,0,0.0
Senior Full Stack Javascript Engineer,"javascript, reactjs, mysql, go, redux",Remote,,,Clevertech,2018-11-12 13:43:06.041558,-,0,0,0.0
Backend-Entwickler (m/w) mit Vorliebe für Java,"java, rest, spring, git",,Alemanha,Leipzig,dokSAFE GmbH,2018-11-12 13:43:06.041558,-,0,0,0.0
Senior Backend Data Engineer,"sql, mongodb, backend",Remote,,,Clevertech,2018-11-12 13:43:06.041558,-,0,0,0.0
Quality Assurance & Presales Engineer in ambitious IoT Startup,"javascript, node.js, reactjs, nosql",,Alemanha,Köln,Cedalo AG,2018-11-12 13:43:06.041558,-,0,0,0.0
Ruby on Rails Tech Lead,"project-management, ruby, ruby-on-rails, microservices, postgresql",Remote,,,Clevertech,2018-11-12 13:43:06.041558,-,0,0,0.0
Senior Front End Javascript Engineer,"javascript, reactjs, agile, redux, sql",Remote,,,Clevertech,2018-11-12 13:43:06.041558,-,0,0,0.0
Software-Entwickler/in C# .NET,"c#, .net, powershell",On-site and limited remote,Alemanha,Paderborn,Two Pillars GmbH,2018-11-12 13:43:06.041558,€,17,27,22.0
Big Data Engineer,"hadoop, scala, python, bigdata",,Reino Unido,Newbury,Vodafone,2018-11-12 13:43:06.041558,£,20,33,26.5
Software Engineering - Java Objective C,"java, python, sql",,"Flórida, EUA",Tampa,JP Morgan Chase,2018-11-12 13:43:06.558830,-,0,0,0.0
"Software Engineer - .NET, Azure & React.js","asp.net-mvc, azure, reactjs",,Reino Unido,Newcastle upon Tyne,Bede Gaming,2018-11-12 13:43:06.558830,£,14,21,17.5
Software-Entwickler Java/C++ (m/w),"c++, java, qt, java-ee",,Alemanha,Aachen,IVU Traffic Technologies AG,2018-11-12 13:43:06.558830,-,0,0,0.0
Senior-Java-Entwickler (m/w)  für Fahrgastinformationssysteme,"java, scrum, real-time, oop, architecture",,Alemanha,Aachen,IVU Traffic Technologies AG,2018-11-12 13:43:06.558830,-,0,0,0.0
.NET utvecklare till SEB Investment Management,"bigdata, c#, .net, sql-server",,Suécia,Stockholm,SEB Investment Management,2018-11-12 13:43:06.558830,-,0,0,0.0
DevOps-Administratoren (m/w) für Cloud-Systeme,"azure, amazon-web-services, linux, cloud, saas, sysadmin",,Alemanha,Berlin,IVU Traffic Technologies AG,2018-11-12 13:43:06.558830,-,0,0,0.0
Athena Core - Resiliency Engineer / Site Reliability Engineer,"java, python, sql",,"Nova Jersey, EUA",Jersey City,JP Morgan Chase,2018-11-12 13:43:06.558830,-,0,0,0.0
Studenten (m/w) für DevOps-Administration von Cloud-Systemen,"saas, devops, cloud, amazon-web-services, azure, sysadmin",,Alemanha,Berlin,IVU Traffic Technologies AG,2018-11-12 13:43:06.558830,-,0,0,0.0
Studenten (m/w) für die Softwareentwicklung Java/C++,"c++, java, java-ee, qt",,Alemanha,Berlin,IVU Traffic Technologies AG,2018-11-12 13:43:06.574454,-,0,0,0.0
Studenten (m/w) für die UI/UX-Entwicklung,"jsf, qt, rcp, user-experience, user-interface",,Alemanha,Berlin,IVU Traffic Technologies AG,2018-11-12 13:43:06.574454,-,0,0,0.0
Lead React Native Developer,"docker, micro-services, node.js, postgres",Remote,Reino Unido,London,Plutus.it,2018-11-12 13:43:06.574454,£,28,37,32.5
Senior DevOps Software Engineer - Platforms and Networking,"python, docker, linux, bash, cloud, sysadmin",,Greece,Patras,Citrix,2018-11-12 13:43:06.574454,€,10,15,12.5
Senior Software Engineer (Java 8 / Microservices ),"java, spring, tdd, microservices",On-site and limited remote,Reino Unido,London,Vodafone,2018-11-12 13:43:06.574454,£,20,37,28.5
"Fullstack Web Developer at Stocard - The Mobile Wallet (full-time, m/f)","javascript, node.js, angular, twitter-bootstrap, typescript",,Alemanha,Mannheim,Stocard GmbH,2018-11-12 13:43:06.574454,€,14,26,20.0
Software-Entwickler Java/C++ (m/w),"c++, java, architecture, java-ee, jboss",,Alemanha,Berlin,IVU Traffic Technologies AG,2018-11-12 13:43:06.574454,-,0,0,0.0
Software-Ingenieure und -Architekten (m/w) Java/C++,"c++, java, qt, design, architecture",,Alemanha,Aachen,IVU Traffic Technologies AG,2018-11-12 13:43:06.574454,-,0,0,0.0
Java- / JEE-Entwickler (m/w),"java, javascript, java-ee, jsf, java-8",,Alemanha,Berlin,IVU Traffic Technologies AG,2018-11-12 13:43:06.574454,-,0,0,0.0
