title,tags,perks,country,location,company,posted,moeda_original,salary_min,salary_max,salary_mean
Tester (m/w),c#,,Austria,Gumpoldskirchen,NOVOMATIC Gaming Industries GmbH,2018-11-14 13:42:54.984429,-,0,0,0.0
Java/ C++ Softwareentwickler (w/m),"c++, java, c#, delphi",,Alemanha,Aachen,INFORM - Institut für Operations Research und Management GmbH,2018-11-14 13:42:54.984429,-,0,0,0.0
Senior PHP Developer (m/f),"php, symfony2, mysql","Visa sponsor, Paid relocation",Alemanha,Berlin,Pepper Media Holding GmbH,2018-11-14 13:42:54.984429,-,0,0,0.0
"Software Engineer, C++","c++, networks, database, software-design, ide",,Alemanha,Köln,inmation Software GmbH,2018-11-14 13:42:54.984429,-,0,0,0.0
Senior Data Engineer,"python, etl, amazon-web-services, docker, sql","Visa sponsor, Paid relocation",Alemanha,Berlin,Datawallet,2018-11-14 13:42:54.984429,€,21,29,25.0
Senior Software Engineer (Python),"python, flask, celery, postgresql, elasticsearch",,Holanda,Amsterdam,EclecticIQ,2018-11-14 13:42:54.984429,€,17,26,21.5
Embedded Systems Quality Assurance Engineer,"firmware, embedded, unit-testing, functional-testing","Visa sponsor, Paid relocation",Holanda,Amsterdam,EVBox,2018-11-14 13:42:55.567450,-,0,0,0.0
React / MobX Developer,"reactjs, javascript, mobx, mobx-react, typescript","Visa sponsor, Paid relocation",Holanda,Rotterdam,Mendix,2018-11-14 13:42:55.567450,€,14,26,20.0
Javascript/Typescript Mobile Developer,"reactjs, javascript, typescript, react-native, cloud","Visa sponsor, Paid relocation",Holanda,Rotterdam,Mendix,2018-11-14 13:42:55.583095,€,16,26,21.0
Building game changing Mobile applications,"android, user-interface, mobile, ios, android-studio",,Reino Unido,London,Deloitte UK,2018-11-14 13:42:55.583095,-,0,0,0.0
Softwareentwickler (m/w)  für die Decoder-Entwicklung in Python und C++,"python, c++, qt",,Alemanha,Pforzheim,PROCITEC GmbH,2018-11-14 13:42:55.583095,-,0,0,0.0
Full Stack Product Engineer,"reactjs, java, javascript, kotlin, spring-boot","Visa sponsor, Paid relocation",Estonia,Tallinn,Change,2018-11-14 13:42:55.583095,€,12,18,15.0
Senior System Engineer,"amazon-web-services, linux, sysadmin, nginx, cloud","Visa sponsor, Paid relocation",Holanda,Rotterdam,Mendix,2018-11-14 13:42:55.583095,€,17,26,21.5
Data Scientist,"data-science, bigdata, machine-learning",,Holanda,Amsterdam,NLR,2018-11-14 13:42:55.583095,-,0,0,0.0
Medior Software Design Engineer,"c++, python, agile, clearcase, solaris","Visa sponsor, Paid relocation",Holanda,Veldhoven,ASML,2018-11-14 13:42:55.583095,€,17,24,20.5
Sr. Data Architect,"sql, python, ssis, sysadmin","Remote, Paid relocation",Suíça,Neuchâtel,Philip Morris International,2018-11-14 13:42:55.583095,-,0,0,0.0
Solutions Architect,"cloud, java, design",Paid relocation,OR,Portland,Grid Dynamics,2018-11-14 13:42:55.583095,-,0,0,0.0
"Frontend Developer (JavaScript, React, CSS) - Booking Funnel (M/F/X)","javascript, css, reactjs","Visa sponsor, Paid relocation",Alemanha,München,FlixBus,2018-11-14 13:42:55.583095,-,0,0,0.0
Webentwickler (m/w) Frontend / Backend,"html, php, html5, mysql, css3",,Alemanha,Karlsruhe,DER PUNKT GmbH,2018-11-14 13:42:55.598718,-,0,0,0.0
Java Entwickler (m/w) für anspruchsvolle Projekte in Berlin oder Rostock,"java, java-ee",,Alemanha,Berlin,DATAGROUP,2018-11-14 13:42:55.598718,-,0,0,0.0
Frontend Developer (m/w/x) eShop,"reactjs, javascript, node.js, html, css",,Alemanha,Köln,GALERIA Kaufhof GmbH,2018-11-14 13:42:55.598718,-,0,0,0.0
Senior Quality Assurance Engineer (Automation Testing),"automation, qa, python",,,Singapore,Acronis Asia Research and Development Pte Ltd,2018-11-14 13:42:55.598718,-,0,0,0.0
Backend Developer,"python, sql, c++, go",,,Singapore,Acronis Asia Research and Development Pte Ltd,2018-11-14 13:42:55.598718,-,0,0,0.0
Senior Software Developer,"python, c++, go",,,Singapore,Acronis Asia Research and Development Pte Ltd,2018-11-14 13:42:55.598718,-,0,0,0.0
Software-Tester Automotive (w/m/d),"java, xml, qf-test, testing, mbt",Paid relocation,Alemanha,Ingolstadt,DONAT group GmbH,2018-11-14 13:42:55.598718,-,0,0,0.0
Senior Frontend-Entwickler React (w/m) für Maschineninterfaces,"reactjs, javascript, css, html, typescript",On-site and limited remote,Alemanha,Würzburg,HMI Logic GmbH,2018-11-14 13:42:55.598718,€,17,24,20.5
Praktikant/ Werkstudent (m/w) Software Development Virtual Reality,"unity3d, java, c++, virtual-reality",,Alemanha,Dresden,T-Systems Multimedia Solutions GmbH,2018-11-14 13:42:55.598718,-,0,0,0.0
Softwarearchitekt (m/w) Java im Herzen von Dresden,"spring, java, spring-mvc, html, javascript",Paid relocation,Alemanha,Dresden,T-Systems Multimedia Solutions GmbH,2018-11-14 13:42:55.598718,-,0,0,0.0
C# Developer,"c#, wpf, mvvm, dependency-injection","Visa sponsor, Paid relocation",Holanda,Rotterdam,Mendix,2018-11-14 13:42:55.598718,€,12,24,18.0
Softwareentwickler (m/w) Testautomatisierung,"java, maven, eclipse, jenkins, docker",Paid relocation,Alemanha,Dresden,T-Systems Multimedia Solutions GmbH,2018-11-14 13:42:55.614323,-,0,0,0.0
Experienced Embedded Systems Engineer (f/m),"c++, embedded, c",,Suíça,Zürich,modum.io,2018-11-14 13:42:55.614323,-,0,0,0.0
Pega Developer,"java, oop, sql",,Turkey,Istanbul,Vodafone Turkey,2018-11-14 13:42:56.114311,-,0,0,0.0
Softwareentwickler (m/w) Internet of Things,"java, spring, jpa, azure, spring-boot",Paid relocation,Alemanha,Leipzig,T-Systems Multimedia Solutions GmbH,2018-11-14 13:42:56.129932,-,0,0,0.0
Senior Frontend Engineer (f/m/x) - Angular,"angularjs, javascript, css",,Alemanha,Berlin,Comtravo GmbH,2018-11-14 13:42:56.129932,-,0,0,0.0
Senior Backend Engineer (f/m/x),"amazon-web-services, node.js, javascript",,Alemanha,Berlin,Comtravo GmbH,2018-11-14 13:42:56.129932,-,0,0,0.0
Front End Web Developer  Join a talented team and help us grow,"vue.js, sass, javascript, html5, css3",,Australia,Brisbane,Fathom,2018-11-14 13:42:56.129932,A$,16,20,18.0
Frontend Developer - JavaScript/HTML5/CSS3 (M/F/X),"javascript, angularjs, css, tdd","Visa sponsor, Paid relocation",Alemanha,München,FlixBus,2018-11-14 13:42:56.129932,-,0,0,0.0
"iOS developer creating ecosystem of apps for personal growth (Swift, XCode)","ios, swift, xcode, mobile","On-site and limited remote, Visa sponsor, Paid relocation",Malaysia,Kuala Lumpur,Mindvalley,2018-11-14 13:42:56.129932,R,1,4,2.5
Rails Backend Developer / Software Engineer (m/f/d) - Remote possible!,"ruby, ruby-on-rails, amazon-web-services, agile, newrelic",On-site and limited remote,Alemanha,Wildpoldsried,sonnen GmbH,2018-11-14 13:42:56.129932,€,17,27,22.0
Digital Experience Solutions Senior Specialist,"reactjs, java, javascript, microservices, nosql",,Turkey,Istanbul,Vodafone Turkey,2018-11-14 13:42:56.129932,-,0,0,0.0
Lead Developer For Growth Stage Startup (Incredible equity opportunity),"php, mysql, laravel, reactjs",Paid relocation,"Missouri, EUA",St. Louis,Curate,2018-11-14 13:42:56.129932,$,31,38,34.5
DevOps Platform Senior Specialist,"unix, linux, java, microservices, sysadmin",,Turkey,Istanbul,Vodafone Turkey,2018-11-14 13:42:56.129932,-,0,0,0.0
Senior Product Owner,"agile, scrum, product-management, ab-testing",,Alemanha,München,Fineway.ai,2018-11-14 13:42:56.145555,-,0,0,0.0
C# ASP.NET MVC Developer,"c#, asp.net, sql-server, .net-4.0, asp.net-mvc","Visa sponsor, Paid relocation",Thailand,Huai Khwang,2C2P,2018-11-14 13:42:56.145555,-,0,0,0.0
Senior / Lead Web Application Developer,"node.js, php, vue.js, mysql, laravel",,Hong Kong,Kowloon,WeMine Limited,2018-11-14 13:42:56.145555,-,0,0,0.0
Full Stack Developer,"go, php, mysql, amazon-web-services, reactjs",Visa sponsor,Thailand,Bangkok,Red Planet Hotels,2018-11-14 13:42:56.145555,$,7,16,11.5
Tech Lead,"python, node.js, amazon-web-services",,LA,New Orleans,"Lucid, LLC",2018-11-13 13:42:56.145555,-,0,0,0.0
Production Engineer,"cloud, linux, python, ruby",,LA,New Orleans,"Lucid, LLC",2018-11-13 13:42:56.145555,-,0,0,0.0
(100% Remote) C++/Qt Devs: SaaS time tracking and productivity tool,"qt, c++, objective-c, macos",Remote,,,Timedoctor.com LLC,2018-11-13 13:42:56.145555,-,0,0,0.0
Principal UX Designer,"user-experience, user-interface, design, accessibility, wireframe",Visa sponsor,"Washington, EUA",Washington,"Interfolio, Inc",2018-11-13 13:42:56.145555,-,0,0,0.0
Software Engineer - Biomedical Imaging Startup,"node.js, c++, typescript, d3.js, angular",On-site and limited remote,"Califórnia, EUA",Menlo Park,Ionpath Inc.,2018-11-13 13:42:56.145555,-,0,0,0.0
Full-Stack Developer (Technical Lead),"java, python, reactjs, angular, user-experience",,"Nova York, EUA",New York,Wizard Staff,2018-11-13 13:42:56.145555,$,37,48,42.5
Senior Software Engineer/Architect/Team Lead,"web-services, soa, web-applications, architecture, design",,Australia,Bruce,SmartWard Pty Ltd,2018-11-13 13:42:56.145555,-,0,0,0.0
UX / UI Designer Developer,"c#, react, asp.net-mvc, ms-sql-server, asp.net-core",,Australia,Cremorne,Magenta Linas Software,2018-11-13 13:42:56.161179,-,0,0,0.0
Delphi Developer,"c#, .net, sql, delphi",,"Pensilvânia, EUA",Gilbertsville,"Gateway Ticketing Systems, Inc.",2018-11-13 13:42:56.161179,$,25,35,30.0
Software QA Engineer,"scrum, qa, windows",,"Illinois, EUA",Chicago,Smarsh,2018-11-13 13:42:56.161179,-,0,0,0.0
Senior Cloud Operations Engineer,"cloud, saas, sysadmin",On-site and limited remote,"Massachusetts, EUA",Boston,O'Reilly Media,2018-11-13 13:42:56.629899,$,34,45,39.5
Security Systems Engineer - Corporate Device Security,"security, osquery, monitoring, splunk, macos",Remote,,,Redox,2018-11-13 13:42:56.629899,-,0,0,0.0
Technical Lead,"angularjs, mongodb, java",Paid relocation,Australia,Belrose,Infomedia Ltd,2018-11-13 13:42:56.629899,A$,27,39,33.0
XD Designer,"user-experience, user-interface, design, adobe",Remote,,,O'Reilly Media,2018-11-13 13:42:56.629899,$,36,40,38.0
Full stack Developper - Java,"java, spring, jvm, scala, api",,"QC, Canada",Montreal,Tempo Software,2018-11-13 13:42:56.629899,C$,14,27,20.5
Experienced Tech Lead,"project-management, microservices, postgresql, javascript, lead",Remote,,,Clevertech,2018-11-13 13:42:56.629899,-,0,0,0.0
PCI - Infrastructure Technology Lead,"java, python, sql",,"Ohio, EUA",Columbus,JP Morgan Chase,2018-11-13 13:42:56.629899,-,0,0,0.0
Web Producer,"javascript, html, css",,"Califórnia, EUA",Sebastopol,O'Reilly Media,2018-11-13 13:42:56.629899,$,18,23,20.5
Lead Big Data Engineer,"nosql, apache-spark, apache, cloud","Visa sponsor, Paid relocation","Georgia, EUA",Atlanta,Keysight Technologies,2018-11-13 13:42:56.645520,-,0,0,0.0
Senior Full Stack Engineer,"java, sql, scala, reactjs, apache-spark",,"Washington, EUA",Washington,Catalist,2018-11-13 13:42:56.645520,$,25,38,31.5
Data Engineer,"java, python, sql, mysql, amazon-redshift",,"Massachusetts, EUA",Pittsfield,VidMob,2018-11-13 13:42:56.645520,$,23,32,27.5
Senior Software Developer,"nodejs, python, aws, microservices","Remote, Paid relocation","Nova York, EUA",Ithaca,Quadrant Biosciences Inc,2018-11-13 13:42:56.645520,$,26,32,29.0
Systems Software Engineer (C++11/14),"c++, linux, linux-kernel, cuda, dpdk","On-site and limited remote, Paid relocation","Texas, EUA",Austin,Bitfusion,2018-11-13 13:42:56.645520,$,28,48,38.0
Sr. Software Development Engineer - Express Scripts,"c#, sql, asp.net, java, security",Paid relocation,"Nova Jersey, EUA",Franklin Lakes,Velocity Resource Group,2018-11-13 13:42:56.645520,-,0,0,0.0
Senior Software Engineer,"scala, java, functional-programming, haskell, python",,"Nova York, EUA",New York,RTC Talent,2018-11-13 13:42:56.645520,$,37,57,47.0
Site Reliability Engineer Lead,"java, python, sql",,"Ohio, EUA",Columbus,JP Morgan Chase,2018-11-13 13:42:56.645520,-,0,0,0.0
Software Engineer (API),"php, nginx, mysql, reactjs, python",Paid relocation,"Nova York, EUA",New York,Beeswax,2018-11-13 13:42:56.645520,-,0,0,0.0
Systems Administrator (SysAdmin),"linux, centos, rhel, vmware, ansible, sysadmin",Paid relocation,"Virgínia, EUA",McLean,"Ridgeline International, Inc.",2018-11-13 13:42:56.645520,$,39,71,55.0
Android OS Software Engineer,"android, c++, linux-kernel",,"Colorado, EUA",Denver,Mersive Technologies,2018-11-13 13:42:56.661145,-,0,0,0.0
Mobile Application Developer,"android, phonegap, xcode, cocoa, eclipse",Paid relocation,"Virgínia, EUA",McLean,"Ridgeline International, Inc.",2018-11-13 13:42:56.661145,$,39,71,55.0
Search and Discovery Engineer,"elasticsearch, ember.js, javascript",Visa sponsor,"Nova York, EUA",New York,AlphaSights,2018-11-13 13:42:56.661145,-,0,0,0.0
Full Stack .NET Developer,"c#, html, javascript, sql-server, css",Remote,"Pensilvânia, EUA",Moon,TrackAbout,2018-11-13 13:42:56.661145,-,0,0,0.0
Software Quality Engineer,"qa, testing, automation, c#, angularjs",Paid relocation,"Flórida, EUA",Gainesville,Infinite Energy,2018-11-13 13:42:56.661145,$,28,38,33.0
Systems Engineer,"ansible, linux, python, bash",Paid relocation,"Virgínia, EUA",McLean,"Ridgeline International, Inc.",2018-11-13 13:42:56.661145,$,39,71,55.0
Data Cloud Architect,"consumer, aws",,"Illinois, EUA",Chicago,Infutor Data Solutions,2018-11-13 13:42:56.661145,-,0,0,0.0
Resiliency Engineer Lead,"java, python, sql",,"Ohio, EUA",Columbus,JP Morgan Chase,2018-11-13 13:42:57.229889,-,0,0,0.0
Asset and Wealth Management Technology - UNIX Infrastructure Engineer,"java, python, sql",,"Nova Jersey, EUA",Jersey City,JP Morgan Chase,2018-11-13 13:42:57.229889,-,0,0,0.0
Backend Software Engineer,"python, c++, docker, scalability, java",Paid relocation,"Nova York, EUA",New York,Beeswax,2018-11-13 13:42:57.229889,-,0,0,0.0
Application Security Engineer,"python, amazon-web-services, security, solidity, blockchain",,Argentina,Buenos Aires,Ripio,2018-11-13 13:42:57.229889,-,0,0,0.0
Rails + React + Redux - Full Stack,"ruby-on-rails, ruby, react-redux, reactjs, amazon-web-services",,"Nova York, EUA",New York,Institutional Capital Network,2018-11-13 13:42:57.229889,$,31,45,38.0
Python/Django Developer for growing Healthtech startup (multiple positions),"python, django, mysql, amazon-web-services, reactjs",,"Nova York, EUA",New York,Force Therapeutics,2018-11-13 13:42:57.229889,-,0,0,0.0
Lead Engineer,"amazon-web-services, saas, javascript",,"Califórnia, EUA",San Mateo,Telegraph Hill,2018-11-13 13:42:57.229889,-,0,0,0.0
DevOps Engineer,"python, bash, qt, gtk, .net, sysadmin",Paid relocation,"Califórnia, EUA",San Francisco,Iris Automation,2018-11-13 13:42:57.229889,-,0,0,0.0
Intermediate .NET Developer (f/m),".net, c#, .net-core, angular, asp.net",Paid relocation,Austria,Vienna,Greentube Internet Entertainment Solutions GmbH,2018-11-13 13:42:57.229889,-,0,0,0.0
Java Developer,"java, j2ee, sql-server",,"ON, Canada",Toronto,Moneris,2018-11-13 13:42:57.229889,-,0,0,0.0
Java Software Engineer - Data Conversion,"java, python, sql",,"Illinois, EUA",Chicago,JP Morgan Chase,2018-11-13 13:42:57.245513,-,0,0,0.0
Development Manager - Data & Analytics,"php, lamp, machine-learning",,"Califórnia, EUA",Newport Beach,Boras Corporation,2018-11-13 13:42:57.245513,-,0,0,0.0
Security Engineer,"ruby-on-rails, docker, kubernetes, security, continuous-integration",Paid relocation,"Nova York, EUA",New York,Handy,2018-11-13 13:42:57.245513,-,0,0,0.0
Senior Back-End Java Developer,"java, sql, spring",Remote,,,GitPrime,2018-11-13 13:42:57.245513,-,0,0,0.0
Customer Engagement Engineer,"python, docker",Remote,,,GitPrime,2018-11-13 13:42:57.245513,-,0,0,0.0
Front End PHP Developer,"php, javascript, linux, mysql, python",Remote,,,"Vengroff Williams, Inc",2018-11-13 13:42:57.245513,-,0,0,0.0
Data Engineer,"python, apache-spark, sql, postgresql, amazon-web-services","On-site and limited remote, Paid relocation","Illinois, EUA",Chicago,Strong Analytics,2018-11-13 13:42:57.245513,$,31,46,38.5
Software Engineering Manager (Atlas),"project-management, javascript, design",,"Texas, EUA",Dallas,"Bluebeam, Inc.",2018-11-13 13:42:57.245513,-,0,0,0.0
Site Reliability Engineer,"docker, devops, containers",,"Ohio, EUA",Mentor,CardinalCommerce,2018-11-13 13:42:57.245513,-,0,0,0.0
Senior Python/Django Engineer Disrupting Luxury Watch & Jewelry Verticals,"django, django-rest-framework, python, mysql, amazon-web-services",,"Nova York, EUA",New York,Eleven James,2018-11-13 13:42:57.245513,$,34,41,37.5
Frontend Engineer,"reactjs, javascript, css, angularjs, html5",,"Massachusetts, EUA",Pittsfield,VidMob,2018-11-13 13:42:57.245513,$,15,24,19.5
QA Automation Engineer,"qa, automation, testing",,"Massachusetts, EUA",Pittsfield,VidMob,2018-11-13 13:42:57.261136,$,23,29,26.0
DevOps Engineer,"amazon-web-services, mysql, devops, jenkins",,"Massachusetts, EUA",Pittsfield,VidMob,2018-11-13 13:42:57.261136,$,23,29,26.0
"Back End PHP Developer, Established and Fast Moving Disruptor, Car Dealer Sites","javascript, php, laravel, git, docker",Visa sponsor,"Flórida, EUA",Jacksonville,Remora,2018-11-13 13:42:57.261136,$,26,37,31.5
BI Analyst I,"vb.net, database, design, java, c#",Paid relocation,AR,Lowell,JB Hunt Transport,2018-11-13 13:42:57.261136,-,0,0,0.0
Java Software Engineer / Digital Automation and Robotics,"java, python, sql",,"Ohio, EUA",Columbus,JP Morgan Chase,2018-11-13 13:42:57.753662,-,0,0,0.0
Java Developer,"java, spring, spring-mvc",Visa sponsor,"Georgia, EUA",Atlanta,OneTrust,2018-11-13 13:42:57.753662,-,0,0,0.0
BI Analyst II,"json, xml, c#, powerbi, tableau",Paid relocation,AR,Lowell,JB Hunt Transport,2018-11-13 13:42:57.753662,-,0,0,0.0
Platform Services Engineer (DevOps),"cloud, devops, iaas","Visa sponsor, Paid relocation","Georgia, EUA",Atlanta,BetterCloud,2018-11-13 13:42:57.753662,-,0,0,0.0
Lead BI Analyst,"json, xml, c#, tableau, powerbi",Paid relocation,AR,Lowell,JB Hunt Transport,2018-11-13 13:42:57.753662,-,0,0,0.0
Sr. Front End Engineer,"javascript, css, angular, c#, asp.net",Visa sponsor,Ireland,Dublin,Accela,2018-11-13 13:42:57.753662,-,0,0,0.0
"Manager, Mobile Software Development","ios, objective-c, mobile, rest, javascript",Visa sponsor,Ireland,Dublin,Accela,2018-11-13 13:42:57.753662,-,0,0,0.0
"Software Developer: Java, C++, Python","java, python, c#, c++, javascript",Paid relocation,"Califórnia, EUA",San Francisco,Goldman Sachs,2018-11-13 13:42:57.753662,-,0,0,0.0
Sr. Java Developer,"java, cloud, java-ee, soap, rest",Visa sponsor,Ireland,Dublin,Accela,2018-11-13 13:42:57.753662,-,0,0,0.0
"Software Developer: Java, C++, Python","java, python, c#, c++, javascript",Paid relocation,"Nova York, EUA",New York,Goldman Sachs,2018-11-13 13:42:57.753662,-,0,0,0.0
Java Software Developer,"java, cloud, java-ee, rest, soap",Visa sponsor,"Califórnia, EUA",San Ramon,Accela,2018-11-13 13:42:57.769286,-,0,0,0.0
Technical Writer,"xml, jira, agile, oxygenxml, svn",Visa sponsor,"Califórnia, EUA",San Ramon,Accela,2018-11-13 13:42:57.769286,-,0,0,0.0
Sr. Security Analyst,"security, cloud, saas, java",Visa sponsor,"Califórnia, EUA",San Ramon,Accela,2018-11-13 13:42:57.769286,-,0,0,0.0
Senior NodeJS Engineer Who Loves TypeScript,"node.js, javascript, reactjs, typescript",On-site and limited remote,"Washington, EUA",Seattle,TRED,2018-11-13 13:42:57.769286,$,44,54,49.0
Senior Frontend Developer,"javascript, node.js, react, jest, automation",Paid relocation,Alemanha,Kleinmachnow,eBay,2018-11-13 13:42:57.769286,-,0,0,0.0
Cloud Infrastructure Development Engineer - Public Cloud,"java, python, sql",,"Nova Jersey, EUA",Jersey City,JP Morgan Chase,2018-11-13 13:42:57.769286,-,0,0,0.0
Senior iOS Software Engineer and co-creator,"ios, objective-c, swift, uikit, watchkit",Remote,,,Neybox Digital Ltd.,2018-11-13 13:42:57.769286,€,8,15,11.5
Senior Software Engineer - Python,"amazon-web-services, python, go, restful-architecture, sql",Paid relocation,"Texas, EUA",Dallas,PythonTek,2018-11-13 13:42:57.769286,$,31,48,39.5
Senior Software Developer,"c#, agile, clojure",Paid relocation,Hungary,Budapest,Play’n GO,2018-11-13 13:42:57.769286,-,0,0,0.0
QA Test Automation Engineer,"qa, automation, selenium",Paid relocation,Hungary,Budapest,Play’n GO,2018-11-13 13:42:57.769286,-,0,0,0.0
Test Automation Engineer,"automation, qa, testing",Paid relocation,Malta,Sliema,Play’n GO,2018-11-13 13:42:57.769286,-,0,0,0.0
Front End Developer,"design, javascript, html5",Paid relocation,Malta,Sliema,Play’n GO,2018-11-13 13:42:57.784910,-,0,0,0.0
Performance Developer,"automation, c#, performance",Paid relocation,Suécia,Växjö,Play’n GO,2018-11-13 13:42:57.784910,-,0,0,0.0
Senior Software Developer,"go, javascript, amazon-web-services",Paid relocation,Suécia,Växjö,Play’n GO,2018-11-13 13:42:57.784910,-,0,0,0.0
iOS Developer for George (m/f),"ios, rest, git, swift, objective-c",,Áustria,Wien,Erste Group,2018-11-13 13:42:57.784910,€,16,27,21.5
Frontend Developer,"node.js, react-redux, webpack, docker, git",Visa sponsor,Holanda,Hilversum,RTL Nederland,2018-11-13 13:42:58.295884,€,17,26,21.5
Backend Developer(m/f/div),"java, sql, amazon-web-services, hibernate, spring",,Alemanha,Köln,REBEL Recruiting,2018-11-13 13:42:58.295884,€,21,26,23.5
"Techncial Project Manager / BA - Great people, kit, office and projects!","e-commerce, project-management, agile-project-management, web-technologies, mobile-development",,Reino Unido,London,Can Factory,2018-11-13 13:42:58.295884,£,14,27,20.5
Cloud Engineer,"python, kubernetes, terraform, ansible, amazon-web-services",,Alemanha,München,KI labs GmbH,2018-11-13 13:42:58.295884,€,16,31,23.5
Python Engineer - Voice Assistants (M/F/X),python,"Visa sponsor, Paid relocation",Alemanha,München,FlixBus,2018-11-13 13:42:58.295884,-,0,0,0.0
Bioinformatician,"project-management, web-services, data, atlas","Visa sponsor, Paid relocation",Reino Unido,Hinxton,European Bioinformatics Institute (EMBL-EBI),2018-11-13 13:42:58.295884,-,0,0,0.0
Back-End Engineer (Java),"java, web, backend, java-ee",,"Massachusetts, EUA",Boston,Manulife / John Hancock,2018-11-13 13:42:58.295884,$,37,51,44.0
.NET Core Developer,".net-core, kubernetes, docker, azure, sonarqube",Visa sponsor,Holanda,Hilversum,RTL Nederland,2018-11-13 13:42:58.295884,€,17,26,21.5
Back-end Developer (PHP),"agile, erp, php, e-commerce, magento",,"QC, Canada",Montréal,Absolunet,2018-11-13 13:42:58.295884,-,0,0,0.0
Software Engineer (All Levels),"javascript, java, c++, api, python",Paid relocation,Argentina,Buenos Aires,MuleSoft,2018-11-13 13:42:58.295884,-,0,0,0.0
Performance Engineer (All Levels),"automation, design, user-interface, java, python, sysadmin",Paid relocation,Argentina,Buenos Aires,MuleSoft,2018-11-13 13:42:58.295884,-,0,0,0.0
Specialist Industrial Mobile Devices (m/f),"mobile, soti, rfid, mdm",,Alemanha,Ludwigshafen,BASF,2018-11-13 13:42:58.311508,-,0,0,0.0
SysOps Engineer,"cloud, networking, security, tcp-ip, vpn",Paid relocation,Argentina,Buenos Aires,MuleSoft,2018-11-13 13:42:58.311508,-,0,0,0.0
Software Developer,"ruby-on-rails, ember.js, html, css, javascript",,"ON, Canada",Toronto,Financeit,2018-11-13 13:42:58.311508,-,0,0,0.0
DevOps Cloud Engineer,"docker, cloud, jenkins, azure, kubernetes",Visa sponsor,Holanda,Hilversum,RTL Nederland,2018-11-13 13:42:58.311508,-,0,0,0.0
Sr. Software Engineer (Back-End),"cloud, .net, docker, c#, java",,"Califórnia, EUA",Pasadena,"Bluebeam, Inc.",2018-11-13 13:42:58.311508,-,0,0,0.0
DevOps Engineer (All Levels),"linux, dns, tcp-ip, amazon-web-services",Paid relocation,Argentina,Buenos Aires,MuleSoft,2018-11-13 13:42:58.311508,-,0,0,0.0
Senior Level Creative Web Designer/Developer,"html5, css3, jquery, php, greensock",Remote,"Virgínia, EUA",Richmond,Jonroc,2018-11-13 13:42:58.311508,$,18,24,21.0
DevOps Engineer,"linux, ansible",Paid relocation,"Virgínia, EUA",Richmond,EAB,2018-11-13 13:42:58.311508,-,0,0,0.0
UI Engineer (All Levels),"angularjs, reactjs, user-interface, html5, css",Paid relocation,Argentina,Buenos Aires,MuleSoft,2018-11-13 13:42:58.311508,-,0,0,0.0
Senior Backend Engineer - Passenger Growth (Golang),"go, microservices, apache-kafka, unit-testing",Remote,,,Heetch,2018-11-13 13:42:58.311508,-,0,0,0.0
Tester with a proactive mindset,"testing, cypress, jenkins",,Suécia,Stockholm,hitta.se,2018-11-13 13:42:58.327132,SEK,14,24,19.0
Full Stack Engineer,"java, .net, html5, css, swift",,"Massachusetts, EUA",Boston,Manulife / John Hancock,2018-11-13 13:42:58.327132,$,25,45,35.0
"Java Engineer building leading edge Web, Mobile and e-Commerce solutions","java, jvm, maven, gradle, devops",,Reino Unido,London,Deloitte UK,2018-11-13 13:42:58.327132,-,0,0,0.0
Full Stack JavaScript Developers (3 Days Work From Home),"javascript, angular, devops, html, node",,Reino Unido,Portsmouth,Hays Specialist Recruitment Ltd,2018-11-13 13:42:58.327132,-,0,0,0.0
Big Data Architect and Software Engineer,"java, python, sql",,"Nova Jersey, EUA",Jersey City,JP Morgan Chase,2018-11-13 13:42:58.803421,-,0,0,0.0
Senior PHP Developer,"php, mysql, scrum",,Holanda,Haarlem,BookerZzz,2018-11-13 13:42:58.803421,-,0,0,0.0
Lead Engineer,"web-services, java, php",,Reino Unido,Sheffield,Plusnet,2018-11-13 13:42:58.803421,-,0,0,0.0
Lead Software Engineer,"node.js, azure, mongodb, docker, neo4j",Remote,,,Respondent,2018-11-13 13:42:58.803421,$,34,51,42.5
C++ Engineers Senior,c++,,Reino Unido,Farnborough,Bohemia Interactive Simulations,2018-11-13 13:42:58.803421,-,0,0,0.0
Mobile Developer,"objective-c, mobile",,"Nova Jersey, EUA",Edison,Wakefern Food Corp.,2018-11-13 13:42:58.819046,-,0,0,0.0
DevOps Engineer,"azure, asp.net-web-api, cloud",,"ON, Canada",Toronto,Hays,2018-11-13 13:42:58.819046,-,0,0,0.0
Back End Developer (Junior-Senior),"java, rest, cloud, microservices, kubernetes",,Mexico,Guadalajara,Kenzan,2018-11-13 13:42:58.819046,-,0,0,0.0
Data Infrastructure Engineer,"linux, python","Visa sponsor, Paid relocation",Suécia,Stockholm,Kambi,2018-11-13 13:42:58.819046,-,0,0,0.0
Senior Frontend Engineer - Pricing & Forecasting,"reactjs, git, docker, javascript, css","Visa sponsor, Paid relocation",Alemanha,Berlin,Zalando SE,2018-11-13 13:42:58.819046,-,0,0,0.0
Erfahrener PHP- / Laravel- / Lumen-Entwickler (w/m),"php, javascript, laravel, mysql, docker",,Alemanha,Leinfelden-Echterdingen,loadbee GmbH,2018-11-13 13:42:58.819046,-,0,0,0.0
